#  english 75000
Differences between similar pairs of signatures
Sig 1                      Sig 2                      List 1                     List 2                     differences               
                                         Phono      Ordering       Total
Information in words if unanalyzed:        105 +        210 =        315
  Information in words as analyzed:         85 +          5 =         90
Average count of top 5 stems: 238

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-ion-ive-s                 

product      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        105 +        210 =        315
  Information in words as analyzed:         90 +          4 =         94
Average count of top 5 stems: 368

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-ed-ing-or                 

conduct      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        105 +        210 =        315
  Information in words as analyzed:         90 +          8 =         98
Average count of top 5 stems: 148

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
e-ing                          

compet       negotiat     trembl       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        175 +        188 =        363
  Information in words as analyzed:        120 +         14 =        134
Average count of top 5 stems: 30

-------------------------

High frequency possible affixes 
Number of stems:  3

=============================================
NULL-ed-er-ing-ly-s            

light        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        120 +        276 =        396
  Information in words as analyzed:         95 +          3 =         98
Average count of top 5 stems: 475

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-s-t                       

bridge       plane        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        135 +        169 =        304
  Information in words as analyzed:         85 +          7 =         92
Average count of top 5 stems: 153

-------------------------

High frequency possible affixes 
Number of stems:  2

=============================================
ed-ies-y                       

injur        inquir       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        135 +        169 =        304
  Information in words as analyzed:         85 +          7 =         92
Average count of top 5 stems: 54

-------------------------

High frequency possible affixes 
Number of stems:  2

=============================================
NULL-er-ers-es-ing             

teach        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        115 +        253 =        368
  Information in words as analyzed:         95 +          9 =        104
Average count of top 5 stems: 268

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
ed-ion-or-ors                  

generat      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        100 +        190 =        290
  Information in words as analyzed:         85 +          7 =         92
Average count of top 5 stems: 89

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-al-ary-s                  

element      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        100 +        190 =        290
  Information in words as analyzed:         85 +          4 =         89
Average count of top 5 stems: 189

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-ed-ing-y                  

deliver      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        100 +        190 =        290
  Information in words as analyzed:         85 +          4 =         89
Average count of top 5 stems: 83

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
al-e-ed-ing-ors                

surviv       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        105 +        210 =        315
  Information in words as analyzed:         85 +          7 =         92
Average count of top 5 stems: 106

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
ed-er-ers-ing                  

publish      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        100 +        190 =        290
  Information in words as analyzed:         85 +          7 =         92
Average count of top 5 stems: 123

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-ed-er                     

interpret    
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         95 +        171 =        266
  Information in words as analyzed:         85 +          7 =         92
Average count of top 5 stems: 43

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-ies-y                     

difficult    
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         95 +        171 =        266
  Information in words as analyzed:         85 +          5 =         90
Average count of top 5 stems: 284

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-al-ity                    

electric     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         95 +        171 =        266
  Information in words as analyzed:         85 +          8 =         93
Average count of top 5 stems: 140

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-ed-er-ing-ly              

clear        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        110 +        231 =        341
  Information in words as analyzed:         90 +          7 =         97
Average count of top 5 stems: 401

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
ed-es-ing-ion-ive              

relat        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        110 +        231 =        341
  Information in words as analyzed:         90 +          8 =         98
Average count of top 5 stems: 238

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-er-ers-ing-s              

speak        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        110 +        231 =        341
  Information in words as analyzed:         90 +          3 =         93
Average count of top 5 stems: 253

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-ed-ive                    

progress     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         95 +        171 =        266
  Information in words as analyzed:         85 +          8 =         93
Average count of top 5 stems: 150

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-es-man                    

business     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         95 +        171 =        266
  Information in words as analyzed:         85 +          8 =         93
Average count of top 5 stems: 421

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
e-ed-er-es-ing                 

receiv       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        100 +        190 =        290
  Information in words as analyzed:         80 +          5 =         85
Average count of top 5 stems: 304

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
's-NULL-ly-s                   

patient      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         95 +        171 =        266
  Information in words as analyzed:         80 +          4 =         84
Average count of top 5 stems: 152

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-ly-r-rs                   

strange      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         95 +        171 =        266
  Information in words as analyzed:         80 +          4 =         84
Average count of top 5 stems: 140

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-ed-er-ers-s               

trail        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        105 +        210 =        315
  Information in words as analyzed:         85 +          3 =         88
Average count of top 5 stems: 78

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-d-ly-r-st-t               

close        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        105 +        210 =        315
  Information in words as analyzed:         80 +          3 =         83
Average count of top 5 stems: 492

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-ive-s                     

prospect     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         90 +        153 =        243
  Information in words as analyzed:         80 +          4 =         84
Average count of top 5 stems: 69

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-al-ism-s                  

critic       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         95 +        171 =        266
  Information in words as analyzed:         80 +          3 =         83
Average count of top 5 stems: 149

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-ic-ism-s                  

symbol       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         95 +        171 =        266
  Information in words as analyzed:         80 +          3 =         83
Average count of top 5 stems: 133

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
ed-ing-ion                     

penetrat     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         90 +        153 =        243
  Information in words as analyzed:         80 +          7 =         87
Average count of top 5 stems: 37

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
ed-ing-or-ors                  

govern       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         95 +        171 =        266
  Information in words as analyzed:         80 +          7 =         87
Average count of top 5 stems: 121

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
d-rs                           

followe      performe     planne       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        165 +        166 =        331
  Information in words as analyzed:        120 +         13 =        133
Average count of top 5 stems: 108

-------------------------

High frequency possible affixes 
Number of stems:  3

=============================================
NULL-ed-ful                    

delight      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         90 +        153 =        243
  Information in words as analyzed:         80 +          8 =         88
Average count of top 5 stems: 71

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-ion-ly                    

perfect      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         90 +        153 =        243
  Information in words as analyzed:         80 +          8 =         88
Average count of top 5 stems: 100

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-ed-ing-s-y                

treat        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        100 +        190 =        290
  Information in words as analyzed:         80 +          3 =         83
Average count of top 5 stems: 146

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-ion-or                    

inspect      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         90 +        153 =        243
  Information in words as analyzed:         80 +          8 =         88
Average count of top 5 stems: 46

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-ies-s-y                   

factor       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         90 +        153 =        243
  Information in words as analyzed:         75 +          3 =         78
Average count of top 5 stems: 233

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-d-r-s                     

receive      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         85 +        136 =        221
  Information in words as analyzed:         70 +          4 =         74
Average count of top 5 stems: 270

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-ion-s                     

concept      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         85 +        136 =        221
  Information in words as analyzed:         75 +          4 =         79
Average count of top 5 stems: 144

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-ed-ly                     

correct      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         85 +        136 =        221
  Information in words as analyzed:         75 +          6 =         81
Average count of top 5 stems: 74

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
e-ed-ies-y                     

assembl      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         85 +        136 =        221
  Information in words as analyzed:         70 +          4 =         74
Average count of top 5 stems: 94

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-ic-s-y                    

german       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         85 +        136 =        221
  Information in words as analyzed:         70 +          3 =         73
Average count of top 5 stems: 202

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-e-ity-ly                  

moral        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         90 +        153 =        243
  Information in words as analyzed:         75 +          4 =         79
Average count of top 5 stems: 195

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-ity-ly-s                  

equal        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         90 +        153 =        243
  Information in words as analyzed:         75 +          3 =         78
Average count of top 5 stems: 172

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-ed-y                      

recover      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         80 +        120 =        200
  Information in words as analyzed:         70 +          4 =         74
Average count of top 5 stems: 48

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-ing-s-y                   

stick        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         85 +        136 =        221
  Information in words as analyzed:         70 +          3 =         73
Average count of top 5 stems: 78

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-ly-r-st                   

large        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         85 +        136 =        221
  Information in words as analyzed:         70 +          3 =         73
Average count of top 5 stems: 605

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
e-ed-ers-ing                   

settl        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         85 +        136 =        221
  Information in words as analyzed:         70 +          6 =         76
Average count of top 5 stems: 115

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-d-ful-s                   

force        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         85 +        136 =        221
  Information in words as analyzed:         70 +          3 =         73
Average count of top 5 stems: 494

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-er-ly-s                   

short        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         85 +        136 =        221
  Information in words as analyzed:         70 +          3 =         73
Average count of top 5 stems: 294

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
's-NULL-es                     

church       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         80 +        120 =        200
  Information in words as analyzed:         70 +          6 =         76
Average count of top 5 stems: 452

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
ed-ing-ors                     

assess       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         80 +        120 =        200
  Information in words as analyzed:         70 +          7 =         77
Average count of top 5 stems: 39

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-d-s-y                     

handle       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         80 +        120 =        200
  Information in words as analyzed:         65 +          3 =         68
Average count of top 5 stems: 104

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-n-r-rs                    

drive        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         80 +        120 =        200
  Information in words as analyzed:         65 +          3 =         68
Average count of top 5 stems: 222

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
's-NULL-d-s                    

state        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         80 +        120 =        200
  Information in words as analyzed:         65 +          3 =         68
Average count of top 5 stems: 1524

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-er-ing                    

catch        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         80 +        120 =        200
  Information in words as analyzed:         70 +          7 =         77
Average count of top 5 stems: 69

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-es-ing                    

cloth        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         80 +        120 =        200
  Information in words as analyzed:         70 +          7 =         77
Average count of top 5 stems: 152

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
ed-or                          

aerat        elevat       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        105 +        100 =        205
  Information in words as analyzed:         75 +          7 =         82
Average count of top 5 stems: 21

-------------------------

High frequency possible affixes 
Number of stems:  2

=============================================
al-e-ity                       

univers      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         75 +        105 =        180
  Information in words as analyzed:         65 +          5 =         70
Average count of top 5 stems: 330

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
e-es-ion                       

delegat      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         75 +        105 =        180
  Information in words as analyzed:         65 +          5 =         70
Average count of top 5 stems: 35

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-d-r                       

examine      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         75 +        105 =        180
  Information in words as analyzed:         65 +          4 =         69
Average count of top 5 stems: 75

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-ly-y                      

honest       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         75 +        105 =        180
  Information in words as analyzed:         65 +          3 =         68
Average count of top 5 stems: 69

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-r-st                      

simple       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         75 +        105 =        180
  Information in words as analyzed:         65 +          3 =         68
Average count of top 5 stems: 188

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
ed-ers-ing                     

plann        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         75 +        105 =        180
  Information in words as analyzed:         65 +          6 =         71
Average count of top 5 stems: 217

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-man-s                     

chair        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         75 +        105 =        180
  Information in words as analyzed:         65 +          3 =         68
Average count of top 5 stems: 156

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
's-NULL-ly                     

world        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         75 +        105 =        180
  Information in words as analyzed:         65 +          5 =         70
Average count of top 5 stems: 830

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-ing-n                     

throw        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         75 +        105 =        180
  Information in words as analyzed:         65 +          3 =         68
Average count of top 5 stems: 99

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-es-ic                     

class        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         75 +        105 =        180
  Information in words as analyzed:         65 +          5 =         70
Average count of top 5 stems: 328

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
ng-ons                         

negotiati    
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         75 +        105 =        180
  Information in words as analyzed:         70 +          6 =         76
Average count of top 5 stems: 28

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-d-n-s                     

prove        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         75 +        105 =        180
  Information in words as analyzed:         60 +          3 =         63
Average count of top 5 stems: 151

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
ce-tly                         

consequen    
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         75 +        105 =        180
  Information in words as analyzed:         70 +          6 =         76
Average count of top 5 stems: 61

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-ive                       

excess       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         70 +         91 =        161
  Information in words as analyzed:         65 +          8 =         73
Average count of top 5 stems: 72

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-rs                        

outside      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         70 +         91 =        161
  Information in words as analyzed:         65 +          6 =         71
Average count of top 5 stems: 218

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
s-y                            

barne        charle       potter       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        130 +        100 =        230
  Information in words as analyzed:         95 +         11 =        106
Average count of top 5 stems: 48

-------------------------

High frequency possible affixes 
Number of stems:  3

=============================================
ed-y                           

batter       destin       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        100 +         90 =        190
  Information in words as analyzed:         75 +          7 =         82
Average count of top 5 stems: 29

-------------------------

High frequency possible affixes 
Number of stems:  2

=============================================
ied-ies-y                      

suppl        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         70 +         91 =        161
  Information in words as analyzed:         60 +          3 =         63
Average count of top 5 stems: 185

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
's-NULL-y                      

earth        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         70 +         91 =        161
  Information in words as analyzed:         60 +          3 =         63
Average count of top 5 stems: 177

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-es-s                      

angel        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         70 +         91 =        161
  Information in words as analyzed:         60 +          3 =         63
Average count of top 5 stems: 89

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
ed-ive                         

initiat      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         65 +         78 =        143
  Information in words as analyzed:         60 +          5 =         65
Average count of top 5 stems: 44

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
ed-ing-s                       

stain        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         65 +         78 =        143
  Information in words as analyzed:         55 +          3 =         58
Average count of top 5 stems: 75

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
ed-ors                         

invest       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         60 +         66 =        126
  Information in words as analyzed:         55 +          5 =         60
Average count of top 5 stems: 27

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
e-ies-y                        

polic        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:         60 +         66 =        126
  Information in words as analyzed:         50 +          3 =         53
Average count of top 5 stems: 445

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
r-s                            

teache       
-----------------
