#  english 100000
Total number of letters in stems:  87109
Total number of letters in signatures:  45696
Total:  132805

------------------------------------------------------------------------------------------------------------------------------------------------------
Signature                                                   Stem count Robustness  Proportion of robustness          Running sum 
------------------------------------------------------------------------------------------------------------------------------------------------------
('NULL', 's')                                           1996           27020                   12.912%              12.912%
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         60 +          6 =         66

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('ng', 'te', 'tes', 'tism')    

favori       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         85 +          8 =         93

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'd', 'nce', 'nces', 'ntal', 's') 

coincide     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        125 +          4 =        129

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('sly', 'us')                  

luxurio      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         60 +          5 =         65

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('al', 'ed', 'ing')            

transferr    
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         80 +          6 =         86

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'ed', 'ing', 's', 'stone') 

corner       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        105 +          7 =        112

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'd', 'e', 's')        

license      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         70 +          4 =         74

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('ed', 'ing', 'ion', 'o')      

vibrat       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         75 +          3 =         78

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
("'s", 'NULL', 'ed', 's', "s'") 

officer      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         90 +          4 =         94

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
("'s", 'NULL', 'ing', 'ly', 's', "s'", 'y') 

soldier      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        110 +          4 =        114

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('san',)                       

nonparti     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         55 +          6 =         61

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('es', 'is', 'oid', 'oids')    

ellips       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         85 +          8 =         93

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('and', 'eaf', 'y')            

greenl       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         65 +          3 =         68

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('e', 'ed', 'ion', 'ions', 'or') 

authenticat  
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        115 +          9 =        124

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('s', 'se', 'ze', 'zed', 'zes', 'zing') 

emphasi      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        110 +         10 =        120

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('an', 'es', "n'", 'ng')       

counti       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         70 +          3 =         73

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('ched',)                      

unatta       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         50 +          6 =         56

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('ater', 'ork')                

bridgew      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         70 +          8 =         78

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('a', "a's", 'other')          

grandm       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         75 +          8 =         83

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
("'s", 'NULL', 'age', 'ages', 's') 

pilgrim      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        105 +          4 =        109

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'al', 'ally', 'ian', 'ians', 'king', 'o', 'os', 's') 

politic      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        160 +          4 =        164

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'd', 'ly', 'rs', 's') 

diffuse      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         85 +          4 =         89

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', "es'", 'on', "on's")  

stevens      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        100 +         11 =        111

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
("'s", 'NULL', 'ine', 's')     

elephant     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         90 +          4 =         94

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'able', 'ation', 'ed') 

detest       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        105 +         12 =        117

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('ces', 'tial')                

intersti     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         75 +          8 =         83

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('day', "day's", 'year')       

yester       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         90 +         11 =        101

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('d', 'e', 'r', 'rs')          

trucke       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         55 +          3 =         58

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('nt', 'nts', 'teur')          

restaura     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         85 +          8 =         93

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'es', 's', 'sed', 'sers', 'sing') 

canvas       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        120 +         10 =        130

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('de', 'des', 'ne')            

chlori       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         65 +          5 =         70

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'ed', 'ing', 'ion', 'ions', 'ive', 'ively', 'ivity', 'men', 'ors', 's') 

select       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        210 +          3 =        213

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('r', 'ral', 'rally', 'rs', 'ur') 

behavio      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        100 +          9 =        109

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'ed', 'ile', 'iles', 'ing', 'ion', 'ions', 'ive', 'or', 's') 

project      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        180 +          4 =        184

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('e', 'ion', "ion's", 'ions')  

corporat     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        105 +         12 =        117

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('sm', 'ties', 'ty')           

activi       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         70 +          6 =         76

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'ated', 'e')          

glycerin     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         85 +          4 =         89

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('d', 'y', "y's")              

shelle       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         55 +          5 =         60

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('nding', 'te')                

outsta       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         65 +          7 =         72

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('e', 'ed', 'es', 'ure', 'ures') 

disclos      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         95 +          8 =        103

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('ance', 'ed', 'edly', 'ing')  

admitt       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         95 +         10 =        105

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('eries', 'ery', 'ic', 'icism') 

monast       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        105 +         12 =        117

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'ful', 'fully')       

distaste     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        100 +         12 =        112

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
("'s", 'NULL', 'an', 'anish', 'ans') 

europe       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        110 +         11 =        121

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('bouts', 's')                 

wherea       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         60 +          3 =         63

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'brush', 'horse', 'line', 'lines', 'men') 

clothes      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        165 +         21 =        186

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('e', 'ely', 'es', 'ing', 'ion', 'or') 

moderat      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        105 +          9 =        114

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'ians', 'io', 'y')    

seminar      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         90 +          4 =         94

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('cal', 'es', 'st')            

ideologi     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         75 +          6 =         81

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('ble', 'ons')                 

accessi      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         65 +          7 =         72

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'e', 'ity', 'ly', 's') 

musical      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         90 +          4 =         94

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('e', 'ely', 'istic')          

concret      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         80 +          9 =         89

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('amous',)                     

heterog      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         60 +          7 =         67

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'age', 'ed', 'ing', 'ite', 'itism', 's') 

anchor       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        135 +          3 =        138

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('aker', 'an', 'en')           

watchm       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         70 +          6 =         76

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'e', 'ed', "in'", 'ing', 's') 

prevail      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        105 +          4 =        109

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'ism', 'ist', 'ize', 's') 

federal      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        105 +          4 =        109

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('ntary', 'tion', 'tions')     

involu       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        100 +         13 =        113

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('l', 'lity', 'lly', 'te')     

eventua      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         85 +          8 =         93

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('e', 'ed', 'es', 'ing', 'ion', 'ions', 'or', 'ors') 

radiat       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        130 +         11 =        141

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'd', 'ry', 's')       

perfume      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         75 +          4 =         79

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('eres', 'ls')                 

jonqui       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         60 +          6 =         66

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('acing', 'ush')               

underbr      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         75 +          9 =         84

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'ance', 'ances', 'ed', 'er', 'ers', 'ing', 's') 

perform      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        155 +          4 =        159

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('ed', 'er', 'ly', 'ness')     

steadi       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         80 +          6 =         86

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('and', 'y')                   

motherl      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         55 +          4 =         59

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('m', 'ph')                    

electrocardiogra 
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         95 +          6 =        101

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'thau')               

morgen       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         70 +          9 =         79

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('urbed',)                     

undist       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         55 +          7 =         62

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('ng', 'ngs', 'on', "on's")    

stalli       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         85 +          8 =         93

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'co')                 

landes       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         60 +          6 =         66

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('all', 'ated')                

reinst       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         65 +          8 =         73

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('n', 'ns', 'om')              

squadro      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         60 +          4 =         64

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('ine', 'ite', 'ites', 'ize', 'ized', 'izing') 

crystall     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        150 +         18 =        168

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('e', 'ism', 'istic', 'ities', 'ity') 

opportun     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        125 +         14 =        139

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('ble', 'on', "on's", 'onal', 'ons', 've') 

divisi       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        120 +         12 =        132

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('ation', 'atism', 'ative', 'atory', 'e', 'es', 'ing') 

conserv      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        165 +          5 =        170

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('ing', 't')                   

babbit       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         50 +          3 =         53

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('a', 'sks')                   

asteri       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         50 +          5 =         55

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('d', 'nce', 'nces', 'nt', 's') 

reminisce    
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        100 +          5 =        105

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('ance', 'e', 'es')            

persever     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         75 +          4 =         79

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('lls', 'ters')                

headwa       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         65 +          8 =         73

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('be', 'om')                   

wardro       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         50 +          3 =         53

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('e', 'es', 'ible', 'ibly', 'ive', 'ively') 

respons      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        130 +         14 =        144

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'ant', 'ard', 'ermen', 'es') 

trench       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        115 +         12 =        127

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'able', 'ancy', 'ant', 'antly', 'ation', 'ed', 'edly', 'ing', 's') 

expect       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        205 +          3 =        208

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('atis', 'y')                  

seniorit     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         65 +          4 =         69

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'ed', 'ing', 'spoon') 

wither       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        100 +         11 =        111

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('ave', 'ork')                 

groundw      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         65 +          7 =         72

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('ty', 'ze', 'zers', 'zing')   

equali       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         90 +          9 =         99

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('cence', 'cent', 'ed', 'es')  

magnifi      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        100 +         10 =        110

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('ter', 'y')                   

underwa      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         55 +          4 =         59

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('oin', 'y')                   

tenderl      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         55 +          4 =         59

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
("'s", 'NULL', 'a', "a's", 's', "s'") 

indian       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         95 +          3 =         98

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
("'s", 'NULL', 'e', 'ery', 's') 

baptist      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         90 +          4 =         94

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('an', 'ian')                  
